ST_ABBR,FIPS,LOCATION,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31057,"Dundy County, Nebraska",0.5751,0.0226,0.2222,0.5624,0.5767,1.959,0.3186,0.4933,0.7661,0.2985,0.0395,0.6104,2.2078,0.3227,0.2928,0.2928,0.2928,0.2565,0.3886,0,0.1362,0.5805,1.3618,0.0675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31059,"Fillmore County, Nebraska",0.0675,0.0169,0.0271,0.1531,0.1741,0.4387,0.0108,0.8348,0.2447,0.352,0.0547,0.0859,1.5721,0.0557,0.1779,0.1779,0.1779,0.585,0.0436,0.0388,0.0643,0.7505,1.4822,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31061,"Franklin County, Nebraska",0.6276,0.0073,0.1938,0.1614,0.3138,1.3039,0.1477,0.9395,0.1343,0.5493,0.2476,0.1604,2.0311,0.2199,0.0812,0.0812,0.0812,0.0866,0.2798,0.4363,0.1028,0.6139,1.5194,0.1003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31063,"Frontier County, Nebraska",0.1922,0.4955,0.1254,0.0538,0.5156,1.3825,0.1642,0.8978,0.2279,0.8596,0.1015,0.1604,2.2472,0.3456,0.0977,0.0977,0.0977,0.4246,0.5586,0.36,0.1486,0.7766,2.2684,0.3752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31065,"Furnas County, Nebraska",0.416,0.0264,0.2718,0.4344,0.4052,1.5538,0.2008,0.8943,0.508,0.7101,0.0487,0.3116,2.4727,0.5111,0.1983,0.1983,0.1983,0.585,0.0592,0.2759,0.1604,0.4198,1.5003,0.0945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31067,"Gage County, Nebraska",0.3822,0.0659,0.4516,0.3647,0.2489,1.5133,0.1932,0.6817,0.5837,0.5118,0.3485,0.2416,2.3673,0.4303,0.1359,0.1359,0.1359,0.4545,0.0395,0.0691,0.6948,0.6283,1.8862,0.2043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31069,"Garden County, Nebraska",0.5267,0.0624,0.2139,0.0754,0.8259,1.7043,0.2441,0.9357,0.4243,0.7782,0.4134,0.1604,2.712,0.668,0.1738,0.1738,0.1738,0.2909,0.3062,0.0201,0.0939,0.5003,1.2114,0.0458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31071,"Garfield County, Nebraska",0.1467,0.0073,0.1028,0.0207,0.0506,0.3281,0.0051,0.9278,0.4398,0.2524,0.077,0,1.697,0.0853,0.0223,0.0223,0.0223,0.1346,0.6203,0,0.0201,0.6139,1.3889,0.0716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31073,"Gosper County, Nebraska",0.1566,0.0296,0.1938,0.057,0.2702,0.7072,0.0423,0.9513,0.1343,0.0691,0.0134,0.0859,1.254,0.0185,0.1181,0.1181,0.1181,0.0579,0.4714,0,0.0293,0.4198,0.9784,0.0188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31075,"Grant County, Nebraska",0.5821,0.0194,0.5503,0.184,0.8014,2.1372,0.3724,0.816,0.7562,0.1728,0.0255,0,1.7705,0.1079,0.0105,0.0105,0.0105,0,0.6728,0.6483,0.0089,0.8431,2.1731,0.318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31077,"Greeley County, Nebraska",0.2511,0.0264,0.3558,0.1614,0.2597,1.0544,0.0968,0.9147,0.5837,0.3689,0.0913,0,1.9586,0.183,0.0385,0.0385,0.0385,0.1585,0.1394,0.5344,0.1139,0.1913,1.1375,0.0337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31079,"Hall County, Nebraska",0.3927,0.3065,0.542,0.7043,0.7339,2.6794,0.5557,0.1617,0.9443,0.2298,0.8676,0.9523,3.1557,0.8937,0.7301,0.7301,0.7301,0.8558,0.2578,0.7718,0.3571,0.3873,2.6298,0.5697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31081,"Hamilton County, Nebraska",0.0111,0.1744,0.0426,0.0108,0.2597,0.4986,0.0165,0.5894,0.7136,0.1088,0.3049,0.0859,1.8026,0.1174,0.1181,0.1181,0.1181,0.395,0.1066,0.0388,0.0643,0.3157,0.9204,0.0146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31083,"Harlan County, Nebraska",0.2078,0.0242,0.3787,0.1375,0.3138,1.062,0.0987,0.8978,0.5369,0.5293,0.1423,0.7139,2.8202,0.7311,0.1445,0.1445,0.1445,0.0866,0.8593,0.9284,0.0201,0.3517,2.2461,0.3603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31085,"Hayes County, Nebraska",0.5315,0.0089,0.0904,0.2333,0.3269,1.191,0.1216,0.7476,0.3791,0.5678,0.0395,0.7139,2.4479,0.4892,0.2148,0.2148,0.2148,0,0.295,0.0551,0.1486,0,0.4987,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31087,"Hitchcock County, Nebraska",0.3927,0.0487,0.0582,0.1299,0.6563,1.2858,0.1423,0.8978,0.7855,0.7982,0.3485,0.3116,3.1416,0.887,0.1359,0.1359,0.1359,0.1983,0.6792,0.7553,0.1986,0.2686,2.1,0.2903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31089,"Holt County, Nebraska",0.177,0.0226,0.323,0.0961,0.2597,0.8784,0.0659,0.7603,0.8125,0.2712,0.0213,0.5512,2.4165,0.4666,0.2046,0.2046,0.2046,0.5939,0.3593,0.1996,0.1986,0.5245,1.8759,0.2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31091,"Hooker County, Nebraska",0.0853,0.12,0.021,0.1082,0.754,1.0885,0.1015,0.9013,0.2279,0.5045,0.155,0,1.7887,0.1139,0.4271,0.4271,0.4271,0,0.465,0.2759,0.6556,0.9106,2.3071,0.3943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31093,"Howard County, Nebraska",0.2148,0.2005,0.5586,0.0188,0.0974,1.0901,0.1018,0.7002,0.7855,0.1868,0.7015,0.3708,2.7448,0.6875,0.2276,0.2276,0.2276,0.3622,0.2451,0.2377,0.4102,0,1.2552,0.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31095,"Jefferson County, Nebraska",0.3501,0.0414,0.5726,0.3759,0.4586,1.7986,0.2702,0.8714,0.3574,0.7737,0.0255,0.795,2.823,0.7317,0.1983,0.1983,0.1983,0.4911,0.1066,0.0875,0.5652,0.3517,1.6021,0.1254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31097,"Johnson County, Nebraska",0.1213,0.1018,0.3313,0.5808,0.2702,1.4054,0.1693,0.4319,0.148,0.5582,0.9519,0.7139,2.8039,0.719,0.5465,0.5465,0.5465,0.5388,0.1642,0.36,0.6859,0.985,2.7339,0.6264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31099,"Kearney County, Nebraska",0.3612,0.0735,0.3081,0.0961,0.1926,1.0315,0.0923,0.5516,0.8596,0.1668,0.2285,0.4297,2.2362,0.339,0.2829,0.2829,0.2829,0.4246,0.3402,0.7397,0.5223,0.126,2.1528,0.3097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31101,"Keith County, Nebraska",0.429,0.2543,0.5964,0.4052,0.4917,2.1766,0.3857,0.9341,0.2645,0.3835,0.366,0.6601,2.6082,0.599,0.3421,0.3421,0.3421,0.3469,0.8316,0.1996,0.5493,0.126,2.0534,0.2715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31103,"Keya Paha County, Nebraska",0.7027,0,0.0563,0.0264,0.1633,0.9487,0.0754,0.8584,0.7136,0.0748,0.1423,0,1.7891,0.1143,0.0029,0.0029,0.0029,0,0.6318,0.0306,0,0,0.6624,0.0057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31105,"Kimball County, Nebraska",0.6314,0.7689,0.508,0.4255,0.8507,3.1845,0.7292,0.9058,0.1604,0.5293,0.5344,0.6413,2.7712,0.7002,0.4271,0.4271,0.4271,0.1983,0.4749,0.1996,0.4924,0.3517,1.7169,0.1534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31107,"Knox County, Nebraska",0.2616,0.2196,0.0245,0.1782,0.2944,0.9783,0.0824,0.8867,0.7661,0.4351,0.1324,0.3708,2.5911,0.5891,0.4478,0.4478,0.4478,0.3622,0.3361,0.5344,0.3246,0.5245,2.0818,0.2839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31109,"Lancaster County, Nebraska",0.2896,0.2005,0.7342,0.1531,0.3912,1.7686,0.2629,0.1123,0.5974,0.091,0.4714,0.795,2.0671,0.2412,0.5407,0.5407,0.5407,0.9707,0.0532,0.5958,0.4421,0.7715,2.8333,0.6785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31111,"Lincoln County, Nebraska",0.2833,0.2005,0.5681,0.1219,0.5675,1.7413,0.254,0.5299,0.7282,0.3835,0.5535,0.4297,2.6248,0.6114,0.4023,0.4023,0.4023,0.8039,0.3848,0.3183,0.4421,0.5245,2.4736,0.4793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31113,"Logan County, Nebraska",0.4774,0.0067,0.9624,0.0471,0.5675,2.0611,0.345,0.5299,0.9596,0.0455,0.0041,0.746,2.2851,0.3721,0.0385,0.0385,0.0385,0.3094,0.6203,0.6744,0,0,1.6041,0.1257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31115,"Loup County, Nebraska",0.3927,0,0.1133,0.001,0.3482,0.8552,0.0621,0.816,0.148,0.6031,0.0913,0,1.6584,0.0754,0.3253,0.3253,0.3253,0,0.8103,0.7397,0.0449,0,1.5949,0.1232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31117,"McPherson County, Nebraska",0.3106,0,0.001,0.2174,0.029,0.558,0.0226,0.9892,0.0035,0.0299,0,0,1.0226,0.0089,0.0019,0.0019,0.0019,0,0.1846,0.36,0.0089,0,0.5535,0.0032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31119,"Madison County, Nebraska",0.4379,0.1744,0.508,0.3453,0.4822,1.9478,0.3157,0.2113,0.8596,0.0818,0.641,0.8787,2.6724,0.6429,0.5598,0.5598,0.5598,0.8985,0.1846,0.5344,0.641,0.6585,2.917,0.7222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31121,"Merrick County, Nebraska",0.3456,0.0487,0.8202,0.1299,0.4398,1.7842,0.2658,0.7002,0.508,0.5582,0.2116,0.3116,2.2896,0.3749,0.2508,0.2508,0.2508,0.5388,0.2521,0.5958,0.5363,0.5245,2.4475,0.4637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31123,"Morrill County, Nebraska",0.2263,0.5792,0.6038,0.4558,0.4586,2.3237,0.437,0.6598,0.6766,0.3097,0.1324,0.6986,2.4771,0.5143,0.5242,0.5242,0.5242,0.1346,0.3644,0.1407,0.2263,0.7015,1.5675,0.1152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31125,"Nance County, Nebraska",0.3549,0.3539,0.1938,0.1219,0.1741,1.1986,0.1244,0.7263,0.4968,0.5191,0.6108,0.0859,2.4389,0.4819,0.0426,0.0426,0.0426,0.0579,0.1187,0.0306,0.0643,0.7358,1.0073,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31127,"Nemaha County, Nebraska",0.3927,0.6143,0.3628,0.3199,0.5156,2.2053,0.3969,0.6111,0.3791,0.5493,0.3049,0.3708,2.2152,0.3253,0.289,0.289,0.289,0.7136,0.2397,0.2377,0.1604,0.895,2.2464,0.3606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31129,"Nuckolls County, Nebraska",0.3154,0.0487,0.0426,0.184,0.4309,1.0216,0.0904,0.9344,0.2724,0.4351,0.0455,0.3708,2.0582,0.2371,0.1359,0.1359,0.1359,0.4402,0.1066,0.2377,0.4281,0.3873,1.5999,0.1248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31131,"Otoe County, Nebraska",0.2327,0.12,0.1693,0.2266,0.2839,1.0325,0.0926,0.5299,0.7769,0.4717,0.3905,0.7276,2.8966,0.7759,0.3657,0.3657,0.3657,0.6502,0.1394,0.7877,0.5363,0.2686,2.3822,0.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31133,"Pawnee County, Nebraska",0.7753,0.3912,0.4978,0.7619,0.8717,3.2979,0.7648,0.958,0.4243,0.5678,0.5124,0.3708,2.8333,0.7381,0.0773,0.0773,0.0773,0.0315,0.1846,0.6744,0.9516,0.3157,2.1578,0.3119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31135,"Perkins County, Nebraska",0.0522,0.0153,0.2556,0.4558,0.1926,0.9715,0.0805,0.8405,0.8281,0.2794,0.0076,0.4736,2.4292,0.4752,0.126,0.126,0.126,0.7015,0.0773,0.0551,0.3571,0.1569,1.3479,0.0646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31137,"Phelps County, Nebraska",0.2673,0.013,0.4752,0.2091,0.2031,1.1677,0.1165,0.6817,0.7435,0.3332,0.0913,0.7623,2.612,0.6025,0.2658,0.2658,0.2658,0.5264,0.2912,0.6744,0.1139,0.6448,2.2507,0.3644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31139,"Pierce County, Nebraska",0.106,0.1849,0.2798,0.057,0.2944,0.9221,0.0719,0.5407,0.8125,0.1728,0.5124,0.2416,2.28,0.3686,0.0458,0.0458,0.0458,0.2565,0.1779,0.0875,0.3246,0.3873,1.2338,0.0481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31141,"Platte County, Nebraska",0.1254,0.0799,0.1938,0.4052,0.5675,1.3718,0.161,0.3654,0.9055,0.1038,0.5124,0.9087,2.7958,0.7151,0.5882,0.5882,0.5882,0.7524,0.2521,0.7021,0.5493,0.2686,2.5245,0.5092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31143,"Polk County, Nebraska",0.1165,0.6279,0.0175,0.3912,0.754,1.9071,0.3004,0.7763,0.5837,0.1868,0.0659,0.515,2.1277,0.281,0.2613,0.2613,0.2613,0.2699,0.4109,0.5656,0.1744,0.3517,1.7725,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31145,"Red Willow County, Nebraska",0.2327,0.4742,0.3313,0.1458,0.5296,1.7136,0.246,0.6346,0.7282,0.4421,0.6108,0.3708,2.7865,0.7094,0.2753,0.2753,0.2753,0.789,0.3027,0,0.5812,0.7584,2.4313,0.4507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31147,"Richardson County, Nebraska",0.4672,0.2377,0.2222,0.1684,0.6041,1.6996,0.2432,0.8682,0.3673,0.5045,0.7161,0.1604,2.6165,0.6063,0.2454,0.2454,0.2454,0.0707,0.1251,0.0388,0.6085,0.4462,1.2893,0.0589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31149,"Rock County, Nebraska",0.0872,0.0242,0.0083,0.0095,0.6337,0.7629,0.0496,0.874,0.4398,0.2081,0.0843,0.3708,1.977,0.1919,0.0286,0.0286,0.0286,0.0866,0.3183,0,0.2575,0.7505,1.4129,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31151,"Saline County, Nebraska",0.7575,0.092,0.3558,0.8281,0.7269,2.7603,0.5802,0.1426,0.8125,0.1404,0.4914,0.9828,2.5697,0.5757,0.7008,0.7008,0.7008,0.6149,0.1598,0.8113,0.0201,0.8577,2.4638,0.4726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31153,"Sarpy County, Nebraska",0.0245,0.1744,0.3714,0.0315,0.2381,0.8399,0.0602,0.0369,0.9418,0.0455,0.6862,0.6104,2.3208,0.3953,0.5481,0.5481,0.5481,0.9306,0.0321,0.4363,0.1362,0.0592,1.5944,0.1225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31155,"Saunders County, Nebraska",0.05,0.0624,0.1254,0.0961,0.0719,0.4058,0.008,0.4647,0.7769,0.261,0.2116,0.1604,1.8746,0.1512,0.0907,0.0907,0.0907,0.4911,0.1846,0.1407,0.1604,0.2686,1.2454,0.0503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31157,"Scotts Bluff County, Nebraska",0.4672,0.4169,0.8453,0.508,0.5605,2.7979,0.5942,0.5108,0.8281,0.4717,0.7922,0.6413,3.2441,0.9233,0.663,0.663,0.663,0.7136,0.2397,0.2377,0.4764,0.5465,2.2139,0.3415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31159,"Seward County, Nebraska",0.1069,0.092,0.2425,0.0611,0.2139,0.7164,0.0433,0.3361,0.6639,0.0691,0.4134,0.1604,1.6429,0.0716,0.1181,0.1181,0.1181,0.761,0.1359,0.0691,0.2753,0.9096,2.1509,0.3087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31161,"Sheridan County, Nebraska",0.6948,0.0376,0.1639,0.4768,0.8144,2.1875,0.3902,0.9147,0.5369,0.7237,0.0913,0.2416,2.5082,0.5347,0.5363,0.5363,0.5363,0.5264,0.4398,0.5656,0.6085,0.6448,2.7851,0.6544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31163,"Sherman County, Nebraska",0.3106,0.1849,0.0824,0.2002,0.5388,1.3169,0.1493,0.9443,0.2645,0.5045,0.3049,0.3708,2.389,0.4449,0.0506,0.0506,0.0506,0.3094,0.5999,0,0.1028,0.5003,1.5124,0.0983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31165,"Sioux County, Nebraska",0.7457,0.112,0.0401,0.0439,0.7782,1.7199,0.2476,0.6273,0.7562,0.0691,0.0041,0.6104,2.0671,0.2412,0.2562,0.2562,0.2562,0.5388,0.4714,0.9118,0.5223,0,2.4443,0.4612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31167,"Stanton County, Nebraska",0.0738,0.0799,0.0942,0.0439,0.2031,0.4949,0.0156,0.409,0.852,0.2011,0.2476,0.5512,2.2609,0.3533,0.3001,0.3001,0.3001,0.3262,0.3183,0.1111,0.0719,0.1569,0.9844,0.0197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31169,"Thayer County, Nebraska",0.3501,0.0414,0.0111,0.184,0.2597,0.8463,0.0608,0.9093,0.5659,0.352,0.155,0.0859,2.0681,0.2428,0.1359,0.1359,0.1359,0.2909,0.0592,0.0388,0.4924,0.6585,1.5398,0.1047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31171,"Thomas County, Nebraska",0.0551,0.0624,0.1938,0.0029,0.0041,0.3183,0.0045,0.9013,0.4077,0.3332,0.0057,0,1.6479,0.0729,0.0019,0.0019,0.0019,0.4545,0.1779,0,0.0118,0,0.6442,0.0045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31173,"Thurston County, Nebraska",0.8536,0.9796,0.1095,0.4497,0.9707,3.3631,0.7836,0.0481,0.9971,0.2358,0.9717,0.6104,2.8631,0.7553,0.9453,0.9453,0.9453,0.633,0.1486,0.9933,0.7387,0.0592,2.5728,0.5398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31175,"Valley County, Nebraska",0.1566,0.0169,0.0563,0.1219,0.4994,0.8511,0.0614,0.9179,0.4577,0.3689,0.2285,0.4297,2.4027,0.4545,0.0426,0.0426,0.0426,0.7015,0.1009,0.4363,0.1856,0.4462,1.8705,0.1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31177,"Washington County, Nebraska",0.0522,0.1018,0.2877,0.0315,0.1302,0.6034,0.029,0.409,0.7941,0.1728,0.3905,0.1604,1.9268,0.1687,0.1359,0.1359,0.1359,0.7015,0.2451,0.0551,0.2397,0.2686,1.51,0.0974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31179,"Wayne County, Nebraska",0.2833,0.1626,0.7896,0.0188,0.0337,1.288,0.1426,0.2113,0.211,0.0652,0.0134,0.6413,1.1422,0.014,0.3355,0.3355,0.3355,0.7467,0.0274,0.0306,0.0293,0.9679,1.8019,0.1785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,31181,"Webster County, Nebraska",0.3421,0.0563,0.021,0.0538,0.3663,0.8395,0.0595,0.8109,0.4806,0.3332,0.3905,0,2.0152,0.2132,0.2702,0.2702,0.2702,0.1585,0.1314,0.4023,0.2753,0.5245,1.492,0.0929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
