ST_ABBR,FIPS,LOCATION,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21047,"Christian County, Kentucky",0.8781,0.8682,0.9675,0.6337,0.4653,3.8128,0.9017,0.0541,0.9338,0.683,0.9147,0.5512,3.1368,0.8842,0.7342,0.7342,0.7342,0.6852,0.3644,0.4742,0.7763,0.9278,3.2279,0.8686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21049,"Clark County, Kentucky",0.5197,0.5172,0.7473,0.6229,0.1216,2.5287,0.5076,0.409,0.508,0.8106,0.6862,0.5512,2.965,0.8106,0.3355,0.3355,0.3355,0.6149,0.3775,0.4023,0.6719,0.2298,2.2964,0.3896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21051,"Clay County, Kentucky",0.9889,0.9478,0.339,0.9949,0.2944,3.565,0.8405,0.198,0.3673,0.993,0.9106,0.0859,2.5548,0.5627,0.2778,0.2778,0.2778,0.1346,0.9468,0.7718,0.9672,0.8714,3.6918,0.9758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21053,"Clinton County, Kentucky",0.9663,0.7992,0.3787,0.9599,0.4134,3.5175,0.8291,0.5722,0.4398,0.8348,0.5535,0.4297,2.83,0.7358,0.0907,0.0907,0.0907,0.2218,0.9427,0.6241,0.8402,0.3873,3.0161,0.7728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21055,"Crittenden County, Kentucky",0.6884,0.1397,0.2314,0.7228,0.6041,2.3864,0.4586,0.6598,0.5369,0.958,0.641,0.3116,3.1073,0.8733,0.0426,0.0426,0.0426,0.0866,0.6843,0.3183,0.6948,0.6283,2.4123,0.4421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21057,"Cumberland County, Kentucky",0.8994,0.3539,0.5255,0.8243,0.5767,3.1798,0.7272,0.7543,0.4243,0.4949,0.1871,0.3116,2.1722,0.3052,0.2336,0.2336,0.2336,0.2565,0.8001,0.36,0.8877,0.3157,2.62,0.5649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21059,"Daviess County, Kentucky",0.6088,0.3912,0.6833,0.3647,0.1216,2.1696,0.3826,0.3116,0.7941,0.5777,0.6862,0.5863,2.9559,0.8055,0.3972,0.3972,0.3972,0.7336,0.2355,0.7397,0.6556,0.6913,3.0557,0.7925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21061,"Edmonson County, Kentucky",0.7651,0.9125,0.0665,0.922,0.4227,3.0888,0.6929,0.6419,0.148,0.9857,0.1871,0,1.9627,0.1849,0.0977,0.0977,0.0977,0.1585,0.9659,0.8208,0.1257,0.6585,2.7294,0.6229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21063,"Elliott County, Kentucky",0.9449,0.0487,0.4179,0.9583,0.3912,2.761,0.5805,0.5894,0.1025,0.9704,0.1423,0.0859,1.8905,0.156,0.0703,0.0703,0.0703,0.1808,0.9943,0.7397,0.2397,0.9847,3.1392,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21065,"Estill County, Kentucky",0.9491,0.9596,0.62,0.9758,0.2944,3.7989,0.8978,0.5216,0.3186,0.9882,0.9195,0.515,3.2629,0.9281,0.0169,0.0169,0.0169,0.5264,0.8024,0.5958,0.9153,0.126,2.9659,0.7463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21067,"Fayette County, Kentucky",0.5064,0.5586,0.8612,0.2619,0.3383,2.5264,0.5057,0.0904,0.3316,0.2171,0.591,0.8046,2.0347,0.2231,0.6795,0.6795,0.6795,0.9663,0.0321,0.5958,0.76,0.7505,3.1047,0.817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21069,"Fleming County, Kentucky",0.8221,0.9058,0.2222,0.8994,0.4134,3.2629,0.7498,0.3991,0.7855,0.9545,0.641,0.0859,2.866,0.7572,0.0547,0.0547,0.0547,0.1003,0.9554,0.7397,0.76,0.0226,2.578,0.5433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21071,"Floyd County, Kentucky",0.9516,0.9402,0.7839,0.9405,0.1114,3.7276,0.8794,0.3991,0.4398,0.9679,0.3905,0.1604,2.3577,0.423,0.013,0.013,0.013,0.5159,0.9484,0.4023,0.8651,0.5974,3.3291,0.8991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21073,"Franklin County, Kentucky",0.3316,0.4742,0.4427,0.3912,0.4398,2.0795,0.3526,0.3654,0.3428,0.647,0.8978,0.7276,2.9806,0.8186,0.5274,0.5274,0.5274,0.81,0.2731,0.5032,0.7292,0.7428,3.0583,0.7941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21075,"Fulton County, Kentucky",0.9628,0.6871,0.8558,0.881,0.3663,3.753,0.8861,0.6496,0.3673,0.8848,0.993,0.3708,3.2655,0.9284,0.6747,0.6747,0.6747,0.3094,0.2397,0.8842,0.985,0.874,3.2923,0.8892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21077,"Gallatin County, Kentucky",0.5999,0.6871,0.2425,0.8068,0.6563,2.9926,0.6623,0.1334,0.7855,0.3421,0.7015,0.3116,2.2741,0.3647,0.3396,0.3396,0.3396,0.6251,0.9313,0.4742,0.3412,0.3517,2.7235,0.619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21079,"Garrard County, Kentucky",0.4968,0.5792,0.339,0.7575,0.3269,2.4994,0.494,0.4204,0.4398,0.6598,0.4714,0.3708,2.3622,0.4249,0.1569,0.1569,0.1569,0.0442,0.4885,0.2377,0.1856,0.0977,1.0537,0.0255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21081,"Grant County, Kentucky",0.4714,0.4742,0.4328,0.6286,0.0974,2.1044,0.3612,0.1076,0.9319,0.4185,0.7393,0.1604,2.3577,0.423,0.1903,0.1903,0.1903,0.2218,0.9182,0.4363,0.1856,0.3517,2.1136,0.2957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21083,"Graves County, Kentucky",0.8176,0.5586,0.6668,0.508,0.3752,2.9262,0.6378,0.4535,0.7562,0.7626,0.4134,0.7139,3.0996,0.8701,0.4271,0.4271,0.4271,0.4402,0.6588,0.7553,0.4924,0.4198,2.7665,0.6442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21085,"Grayson County, Kentucky",0.9087,0.2196,0.7785,0.8068,0.3138,3.0274,0.6754,0.3654,0.7435,0.7508,0.641,0.1604,2.6611,0.6372,0.0547,0.0547,0.0547,0.4106,0.7868,0.6241,0.5812,0.1913,2.594,0.5503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21087,"Green County, Kentucky",0.9357,0.5971,0.4978,0.9532,0.4653,3.4491,0.8084,0.6111,0.3428,0.9892,0.9239,0.4736,3.3406,0.9488,0.1359,0.1359,0.1359,0.1585,0.7336,0.6241,0.5812,0.2686,2.366,0.4204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21089,"Greenup County, Kentucky",0.5267,0.6143,0.1805,0.4131,0.0974,1.832,0.2823,0.6817,0.4077,0.8724,0.366,0.0859,2.4137,0.4647,0.0385,0.0385,0.0385,0.3797,0.6203,0.2377,0.3775,0.2298,1.845,0.1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21091,"Hancock County, Kentucky",0.5064,0.5172,0.0751,0.7228,0.0143,1.8358,0.2836,0.3116,0.7941,0.7187,0.366,0.1604,2.3508,0.4173,0.0773,0.0773,0.0773,0.2218,0.8523,0.0875,0.2263,0.2298,1.6177,0.1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21093,"Hardin County, Kentucky",0.3549,0.7909,0.4583,0.2782,0.0869,1.9692,0.3202,0.1235,0.8049,0.6273,0.802,0.3708,2.7285,0.6789,0.6146,0.6146,0.6146,0.7467,0.4749,0.4742,0.4281,0.5974,2.7213,0.6165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21095,"Harlan County, Kentucky",0.9892,0.985,0.6833,0.9768,0.1633,3.7976,0.8972,0.4456,0.6117,0.9959,0.6257,0.1604,2.8393,0.7416,0.0907,0.0907,0.0907,0.3622,0.7829,0.7021,0.9516,0.6139,3.4127,0.923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21097,"Harrison County, Kentucky",0.6884,0.2861,0.3959,0.7524,0.2139,2.3367,0.4427,0.4828,0.5369,0.6712,0.155,0,1.8459,0.1356,0.1655,0.1655,0.1655,0.3622,0.6588,0.6744,0.8469,0.5003,3.0426,0.7861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21099,"Hart County, Kentucky",0.9109,0.3065,0.5503,0.9465,0.5964,3.3106,0.7683,0.2931,0.8189,0.8819,0.5124,0.3708,2.8771,0.7645,0.2702,0.2702,0.2702,0.3469,0.7715,0.7237,0.901,0.3157,3.0588,0.7944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21101,"Henderson County, Kentucky",0.5933,0.2861,0.7896,0.6146,0.0506,2.3342,0.4418,0.3654,0.6117,0.8918,0.9147,0.3116,3.0952,0.8682,0.4411,0.4411,0.4411,0.7985,0.4618,0.168,0.7533,0.6913,2.8729,0.6986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21103,"Henry County, Kentucky",0.6884,0.4561,0.7941,0.7575,0.6101,3.3062,0.7667,0.3218,0.6875,0.8157,0.6537,0.0859,2.5646,0.5719,0.2855,0.2855,0.2855,0.2387,0.5719,0.831,0.2263,0.0439,1.9118,0.2164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21105,"Hickman County, Kentucky",0.844,0.7549,0.2222,0.7228,0.029,2.5729,0.5239,0.8657,0.2279,0.8873,0.1235,0.1604,2.2648,0.3561,0.4319,0.4319,0.4319,0.0315,0.5999,0.36,0.5493,0.6696,2.2103,0.3393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21107,"Hopkins County, Kentucky",0.7575,0.7549,0.339,0.5624,0.2381,2.6519,0.5465,0.4535,0.6117,0.8568,0.6537,0.2416,2.8173,0.7276,0.3736,0.3736,0.3736,0.3262,0.662,0.6744,0.6859,0.5465,2.895,0.711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21109,"Jackson County, Kentucky",0.9615,0.7419,0.5165,0.9819,0.0869,3.2887,0.7607,0.3447,0.5369,0.9933,0.366,0,2.2409,0.3415,0.0048,0.0048,0.0048,0.2699,0.8571,0.4023,0.8536,0.0977,2.4806,0.4841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21111,"Jefferson County, Kentucky",0.4265,0.5792,0.753,0.3453,0.1496,2.2536,0.4112,0.24,0.4968,0.3959,0.8211,0.795,2.7488,0.6894,0.7199,0.7199,0.7199,0.9176,0.0487,0.5032,0.8816,0.5245,2.8756,0.7008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21113,"Jessamine County, Kentucky",0.3011,0.4955,0.4179,0.542,0.2276,1.9841,0.325,0.177,0.7661,0.3421,0.5344,0.6814,2.501,0.5296,0.3705,0.3705,0.3705,0.3797,0.1547,0.2759,0.2263,0.7116,1.7482,0.1607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21115,"Johnson County, Kentucky",0.9376,0.9249,0.7941,0.7995,0.0974,3.5535,0.8377,0.4204,0.4806,0.9723,0.155,0.2416,2.2699,0.3606,0.0105,0.0105,0.0105,0.7565,0.8711,0.1996,0.9328,0.6585,3.4185,0.9239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21117,"Kenton County, Kentucky",0.2438,0.2861,0.4905,0.3281,0.1926,1.5411,0.1989,0.1384,0.7282,0.3332,0.5535,0.6104,2.3637,0.4262,0.3762,0.3762,0.3762,0.8816,0.0885,0.4023,0.7387,0.3517,2.4628,0.4714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21119,"Knott County, Kentucky",0.986,0.9564,0.1805,0.9796,0.1378,3.2403,0.7435,0.4535,0.2447,0.9978,0.754,0.0859,2.5359,0.5503,0.0169,0.0169,0.0169,0.1346,0.9799,0.9621,0.8701,0.7973,3.744,0.9819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21121,"Knox County, Kentucky",0.9847,0.7419,0.3959,0.9526,0.2702,3.3453,0.7782,0.3218,0.6639,0.6964,0.9147,0.0859,2.6827,0.648,0.0547,0.0547,0.0547,0.5522,0.9539,0.3183,0.9567,0.5805,3.3616,0.9112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21123,"Larue County, Kentucky",0.5751,0.092,0.4109,0.7661,0.0589,1.903,0.2998,0.3447,0.522,0.8453,0.7015,0.5863,2.9998,0.8272,0.2928,0.2928,0.2928,0.1808,0.5649,0.168,0.0939,0.5003,1.5079,0.0971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21125,"Laurel County, Kentucky",0.8635,0.5172,0.5586,0.8425,0.3581,3.1399,0.711,0.2549,0.6359,0.7187,0.8116,0.2416,2.6627,0.6375,0.0547,0.0547,0.0547,0.3469,0.8832,0.7397,0.6556,0.3873,3.0127,0.7708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21127,"Lawrence County, Kentucky",0.9166,0.6617,0.6833,0.9637,0.4586,3.6839,0.8701,0.3991,0.7661,0.8517,0.113,0.2416,2.3715,0.4332,0.0223,0.0223,0.0223,0.1808,0.9698,0.1996,0.627,0.0799,2.0571,0.2737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21129,"Lee County, Kentucky",0.9917,0.9596,0.6356,0.9914,0.0041,3.5824,0.8469,0.4456,0.2645,0.9959,0.6728,0.0859,2.4647,0.5019,0.0977,0.0977,0.0977,0.2909,0.8857,0.5958,0.9835,0.8622,3.6181,0.9656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21131,"Leslie County, Kentucky",0.9694,0.6442,0.7031,0.9408,0.0589,3.3164,0.7696,0.3991,0.3428,0.9952,0.0913,0,1.8284,0.1292,0.013,0.013,0.013,0.0707,0.9672,0.8711,0.9488,0.6913,3.5491,0.9535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21133,"Letcher County, Kentucky",0.9682,0.9322,0.4831,0.9389,0.0869,3.4093,0.7973,0.5216,0.4243,0.9971,0.8978,0.1604,3.0012,0.8281,0.0086,0.0086,0.0086,0.2699,0.9468,0.8402,0.8224,0.1913,3.0706,0.8004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21135,"Lewis County, Kentucky",0.9879,0.7549,0.542,0.9408,0.2702,3.4958,0.8218,0.4456,0.5369,0.8517,0.767,0,2.6012,0.5948,0.0057,0.0057,0.0057,0.3262,0.9017,0.0388,0.8148,0.1569,2.2384,0.3558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21137,"Lincoln County, Kentucky",0.8418,0.8485,0.3628,0.8654,0.5296,3.4481,0.8081,0.4456,0.6986,0.7101,0.591,0.3708,2.8161,0.7266,0.1515,0.1515,0.1515,0.0579,0.8307,0.6241,0.5223,0.1913,2.2263,0.3495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21139,"Livingston County, Kentucky",0.4593,0.6617,0.1693,0.6601,0.0439,1.9943,0.3281,0.733,0.4398,0.9694,0.0118,0,2.154,0.2957,0.0812,0.0812,0.0812,0.1346,0.8997,0.0551,0.0512,0.0592,1.1998,0.0439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21141,"Logan County, Kentucky",0.6935,0.4561,0.4255,0.6146,0.3663,2.556,0.5197,0.5108,0.6986,0.5945,0.802,0.0859,2.6918,0.654,0.3616,0.3616,0.3616,0.1983,0.4749,0.2377,0.7836,0.3157,2.0102,0.2524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21143,"Lyon County, Kentucky",0.3549,0.1744,0.2018,0.4344,0.0719,1.2374,0.1318,0.9395,0.0108,0.999,0.0353,0.0859,2.0705,0.2454,0.3332,0.3332,0.3332,0.0866,0.7336,0.36,0.0331,0.9736,2.1869,0.3265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21145,"McCracken County, Kentucky",0.6744,0.2196,0.7222,0.2333,0.2944,2.1439,0.374,0.5999,0.508,0.4351,0.754,0.2416,2.5386,0.5522,0.5035,0.5035,0.5035,0.7202,0.4516,0.6483,0.7387,0.5245,3.0833,0.8068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21147,"McCreary County, Kentucky",0.9936,0.8682,0.4831,0.9551,0.0783,3.3783,0.7899,0.2285,0.4577,0.9071,0.0582,0.3116,1.9631,0.1856,0.3552,0.3552,0.3552,0.1003,0.923,0.8014,0.9153,0.9389,3.6789,0.9742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21149,"McLean County, Kentucky",0.3883,0.6442,0.1805,0.5191,0.2276,1.9597,0.3189,0.5602,0.7136,0.8848,0.155,0,2.3136,0.3902,0.0458,0.0458,0.0458,0.5388,0.7171,0.1996,0.6719,0.1569,2.2843,0.3848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21151,"Madison County, Kentucky",0.6248,0.7689,0.6668,0.5496,0.2276,2.8377,0.6079,0.1076,0.3113,0.6273,0.5124,0.3116,1.8702,0.148,0.3421,0.3421,0.3421,0.7985,0.3943,0.4023,0.3775,0.874,2.8466,0.6833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21153,"Magoffin County, Kentucky",0.9841,0.9831,0.5503,0.9838,0.1057,3.607,0.853,0.3361,0.6359,0.9927,0.8542,0,2.8189,0.7292,0.0051,0.0051,0.0051,0.2565,0.9965,0.831,0.9258,0.1569,3.1667,0.8421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21155,"Marion County, Kentucky",0.8119,0.88,0.6302,0.7919,0.0506,3.1646,0.7215,0.2931,0.7661,0.8517,0.767,0.4297,3.1076,0.8736,0.3845,0.3845,0.3845,0.2387,0.662,0.4742,0.5812,0.823,2.7791,0.6512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21157,"Marshall County, Kentucky",0.3199,0.2377,0.0942,0.3845,0.3269,1.3632,0.1598,0.7603,0.2724,0.7982,0.4914,0.0859,2.4082,0.4609,0.0302,0.0302,0.0302,0.5064,0.6505,0.3183,0.3775,0.5003,2.353,0.415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21159,"Martin County, Kentucky",0.7842,0.7419,0.3558,0.965,0.1302,2.9771,0.6553,0.2712,0.2164,0.9936,0.2651,0.2416,1.9879,0.1999,0.2508,0.2508,0.2508,0.2387,0.9825,0.4742,0.7836,0.9446,3.4236,0.9265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21161,"Mason County, Kentucky",0.7069,0.3539,0.2651,0.6194,0.3482,2.2935,0.4271,0.4535,0.5659,0.7702,0.8826,0.515,3.1872,0.9045,0.3616,0.3616,0.3616,0.7775,0.4297,0.2759,0.8877,0.3873,2.7581,0.6404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21163,"Meade County, Kentucky",0.3154,0.5586,0.2995,0.4052,0.029,1.6077,0.2167,0.1292,0.5369,0.7626,0.3905,0,1.8192,0.1238,0.3488,0.3488,0.3488,0.4682,0.7435,0.6483,0.1486,0.126,2.1346,0.3033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21165,"Menifee County, Kentucky",0.8689,0.4386,0.0528,0.9723,0.2839,2.6165,0.535,0.7199,0.3574,0.957,0.0659,0,2.1002,0.2638,0.0773,0.0773,0.0773,0.0315,0.8377,0.5032,0.4924,0.3873,2.2521,0.366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21167,"Mercer County, Kentucky",0.4058,0.7015,0.5808,0.6286,0.3205,2.6372,0.5426,0.5003,0.4806,0.7101,0.0659,0.3116,2.0685,0.2432,0.3001,0.3001,0.3001,0.4106,0.4348,0.168,0.5054,0.0799,1.5987,0.1241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21169,"Metcalfe County, Kentucky",0.902,0.1626,0.2425,0.9134,0.1633,2.3838,0.458,0.4729,0.6986,0.9367,0.6862,0.0859,2.8803,0.7658,0.0977,0.0977,0.0977,0.4402,0.8514,0.7553,0.2575,0.2686,2.573,0.5401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,21171,"Monroe County, Kentucky",0.9087,0.2196,0.4055,0.9045,0.4994,2.9377,0.6442,0.4729,0.5659,0.9087,0.754,0.2416,2.9431,0.7989,0.1852,0.1852,0.1852,0.2909,0.7107,0.7021,0.7836,0.3517,2.839,0.6805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
